Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit
5973,ORD-105973,2022-12-21,2022-12-27,Standard Class,CUST-1796,Customer_127,Consumer,India,Los Angeles,California,662581,East,PROD-6482,Office Supplies,Labels,Labels Model 8,7749.25,10,0.2,1654.51
5974,ORD-105974,2024-01-14,2024-01-17,Second Class,CUST-1103,Customer_24,Corporate,India,Chicago,California,817748,East,PROD-9290,Technology,Accessories,Accessories Model 123,9283.23,15,0.2,1101.49
5975,ORD-105975,2024-02-22,2024-02-26,Second Class,CUST-1455,Customer_343,Home Office,India,Chicago,Texas,163757,East,PROD-4443,Technology,Phones,Phones Model 194,2986.09,7,0.05,395.53
5976,ORD-105976,2022-03-17,2022-03-19,Same Day,CUST-1799,Customer_558,Home Office,India,Houston,Washington,940943,East,PROD-8750,Furniture,Furnishings,Furnishings Model 142,5587.3,15,0.3,-146.78
5977,ORD-105977,2024-11-26,2024-11-30,Standard Class,CUST-1859,Customer_1347,Consumer,India,Seattle,Washington,682892,West,PROD-3768,Office Supplies,Paper,Paper Model 91,4426.89,2,0.0,1230.89
5978,ORD-105978,2021-07-05,2021-07-07,Second Class,CUST-1230,Customer_1274,Consumer,India,Houston,New York,552972,West,PROD-3831,Office Supplies,Storage,Storage Model 105,831.94,12,0.3,177.82
5979,ORD-105979,2022-06-03,2022-06-04,Second Class,CUST-1370,Customer_1264,Consumer,India,New York City,Washington,374673,South,PROD-4912,Technology,Accessories,Accessories Model 141,8135.7,13,0.3,664.11
5980,ORD-105980,2022-03-12,2022-03-16,Standard Class,CUST-1698,Customer_1218,Home Office,India,Chicago,New York,933136,South,PROD-1311,Furniture,Tables,Tables Model 88,4767.35,1,0.15,848.03
5981,ORD-105981,2024-07-22,2024-07-25,Same Day,CUST-1971,Customer_1429,Consumer,India,Los Angeles,California,250419,South,PROD-6579,Furniture,Bookcases,Bookcases Model 189,117.67,11,0.1,23.46
5982,ORD-105982,2024-01-12,2024-01-16,Standard Class,CUST-1444,Customer_576,Home Office,India,Los Angeles,Texas,420127,West,PROD-9351,Technology,Copiers,Copiers Model 146,6763.82,9,0.0,2357.3
5983,ORD-105983,2022-11-12,2022-11-14,Same Day,CUST-1220,Customer_102,Corporate,India,Houston,Washington,668568,South,PROD-3118,Technology,Copiers,Copiers Model 120,6452.29,15,0.3,1236.84
5984,ORD-105984,2024-07-24,2024-07-26,Standard Class,CUST-1881,Customer_407,Consumer,India,Houston,Texas,685677,South,PROD-1977,Technology,Copiers,Copiers Model 115,1082.69,9,0.05,273.4
5985,ORD-105985,2023-09-27,2023-09-30,Second Class,CUST-1138,Customer_671,Corporate,India,New York City,Florida,942017,West,PROD-7596,Office Supplies,Paper,Paper Model 169,9617.53,12,0.05,939.84
5986,ORD-105986,2023-02-16,2023-02-20,Same Day,CUST-1201,Customer_402,Consumer,India,Houston,New York,196548,Central,PROD-5237,Furniture,Tables,Tables Model 70,5660.81,10,0.15,940.25
5987,ORD-105987,2023-07-28,2023-08-03,Standard Class,CUST-1912,Customer_1485,Corporate,India,Miami,New York,883934,South,PROD-5700,Office Supplies,Labels,Labels Model 196,5886.12,9,0.3,1733.95
5988,ORD-105988,2024-07-31,2024-08-04,Standard Class,CUST-1608,Customer_1038,Home Office,India,Chicago,California,677006,East,PROD-6344,Office Supplies,Storage,Storage Model 82,3075.48,9,0.05,883.65
5989,ORD-105989,2022-08-25,2022-08-26,Same Day,CUST-1698,Customer_336,Corporate,India,New York City,Washington,774070,East,PROD-9726,Furniture,Furnishings,Furnishings Model 91,8159.44,4,0.3,2174.23
5990,ORD-105990,2022-10-16,2022-10-17,Second Class,CUST-1574,Customer_206,Corporate,India,Los Angeles,Washington,440286,South,PROD-1749,Office Supplies,Storage,Storage Model 84,3004.29,13,0.2,-341.94
5991,ORD-105991,2023-07-06,2023-07-07,Standard Class,CUST-1610,Customer_1018,Corporate,India,Miami,Washington,814265,West,PROD-2994,Furniture,Furnishings,Furnishings Model 78,8843.1,10,0.15,1657.69
5992,ORD-105992,2021-11-16,2021-11-19,Standard Class,CUST-1332,Customer_1374,Consumer,India,Seattle,Texas,983789,East,PROD-7493,Office Supplies,Binders,Binders Model 87,7902.44,15,0.2,1279.4
5993,ORD-105993,2023-07-16,2023-07-18,Standard Class,CUST-1874,Customer_1275,Consumer,India,New York City,Texas,496014,West,PROD-8084,Furniture,Bookcases,Bookcases Model 52,8056.36,3,0.1,1966.24
5994,ORD-105994,2022-05-24,2022-05-29,Same Day,CUST-1157,Customer_708,Corporate,India,Seattle,Florida,487785,Central,PROD-9549,Office Supplies,Labels,Labels Model 27,3269.17,7,0.2,206.14
5995,ORD-105995,2021-08-12,2021-08-19,Same Day,CUST-1544,Customer_258,Home Office,India,Los Angeles,California,600407,South,PROD-5478,Office Supplies,Binders,Binders Model 62,6456.59,8,0.0,1844.8
5996,ORD-105996,2021-03-08,2021-03-12,First Class,CUST-1021,Customer_985,Home Office,India,Los Angeles,Texas,746926,South,PROD-3736,Office Supplies,Labels,Labels Model 91,4693.59,3,0.1,888.58
5997,ORD-105997,2021-08-08,2021-08-10,Same Day,CUST-1362,Customer_513,Consumer,India,Seattle,Illinois,708364,East,PROD-1373,Office Supplies,Labels,Labels Model 95,1382.55,13,0.05,475.65
5998,ORD-105998,2022-09-13,2022-09-14,Standard Class,CUST-1335,Customer_77,Corporate,India,New York City,Illinois,313631,East,PROD-8719,Technology,Copiers,Copiers Model 49,8478.21,3,0.3,1855.21
5999,ORD-105999,2021-02-14,2021-02-19,Same Day,CUST-1802,Customer_109,Corporate,India,Los Angeles,New York,596636,Central,PROD-3173,Office Supplies,Binders,Binders Model 160,3945.74,6,0.3,1244.85
6000,ORD-106000,2022-02-25,2022-02-27,Second Class,CUST-1580,Customer_375,Corporate,India,Houston,California,761386,South,PROD-5082,Office Supplies,Storage,Storage Model 189,778.22,12,0.2,137.22
6001,ORD-106001,2023-07-08,2023-07-09,Same Day,CUST-1494,Customer_680,Home Office,India,New York City,Washington,694285,East,PROD-1923,Office Supplies,Paper,Paper Model 182,9862.69,4,0.1,2148.54
6002,ORD-106002,2022-06-10,2022-06-15,Second Class,CUST-1503,Customer_118,Home Office,India,Chicago,New York,486099,West,PROD-2241,Office Supplies,Labels,Labels Model 98,5918.23,8,0.1,1090.05
6003,ORD-106003,2021-04-26,2021-04-29,Same Day,CUST-1446,Customer_1489,Consumer,India,Seattle,California,566617,South,PROD-2460,Technology,Machines,Machines Model 105,9027.12,5,0.1,1912.11
6004,ORD-106004,2021-04-25,2021-04-27,Standard Class,CUST-1216,Customer_1412,Consumer,India,Los Angeles,Texas,851048,South,PROD-3406,Furniture,Tables,Tables Model 186,7821.88,9,0.05,2514.34
6005,ORD-106005,2023-09-11,2023-09-14,First Class,CUST-1543,Customer_457,Consumer,India,New York City,Texas,850214,West,PROD-4520,Office Supplies,Storage,Storage Model 10,1671.46,7,0.05,240.38
6006,ORD-106006,2023-09-28,2023-10-03,First Class,CUST-1357,Customer_124,Home Office,India,Chicago,New York,377090,East,PROD-3294,Furniture,Chairs,Chairs Model 75,3842.53,13,0.1,303.41
6007,ORD-106007,2023-06-06,2023-06-11,Same Day,CUST-1242,Customer_237,Corporate,India,Houston,Florida,584137,East,PROD-2683,Office Supplies,Labels,Labels Model 79,8951.22,12,0.0,740.79
6008,ORD-106008,2021-01-30,2021-02-05,First Class,CUST-1130,Customer_187,Consumer,India,Los Angeles,California,618266,West,PROD-1899,Furniture,Tables,Tables Model 118,3042.8,5,0.15,337.39
6009,ORD-106009,2022-12-21,2022-12-28,Same Day,CUST-1383,Customer_393,Consumer,India,Houston,Washington,447360,South,PROD-6978,Technology,Phones,Phones Model 116,4899.36,15,0.3,1659.19
6010,ORD-106010,2024-04-19,2024-04-22,First Class,CUST-1350,Customer_379,Home Office,India,Miami,Washington,710212,West,PROD-4709,Furniture,Tables,Tables Model 129,3913.15,2,0.05,1055.21
6011,ORD-106011,2023-10-19,2023-10-25,Same Day,CUST-1845,Customer_1457,Consumer,India,Miami,Illinois,111029,South,PROD-4953,Office Supplies,Storage,Storage Model 53,1816.19,7,0.2,553.5
6012,ORD-106012,2023-12-31,2024-01-06,Same Day,CUST-1574,Customer_469,Home Office,India,Chicago,Illinois,538446,Central,PROD-6699,Office Supplies,Paper,Paper Model 144,855.25,7,0.2,165.13
6013,ORD-106013,2024-07-12,2024-07-14,First Class,CUST-1934,Customer_303,Consumer,India,Chicago,Illinois,582285,Central,PROD-4671,Office Supplies,Binders,Binders Model 184,8428.03,5,0.15,2207.75
6014,ORD-106014,2024-02-24,2024-02-29,First Class,CUST-1407,Customer_1381,Home Office,India,Chicago,Illinois,274921,South,PROD-7939,Furniture,Furnishings,Furnishings Model 192,4253.96,2,0.0,1452.69
6015,ORD-106015,2021-07-02,2021-07-05,Second Class,CUST-1999,Customer_267,Corporate,India,Miami,New York,384252,East,PROD-6378,Office Supplies,Labels,Labels Model 95,4349.59,15,0.2,915.45
6016,ORD-106016,2024-01-21,2024-01-27,Second Class,CUST-1566,Customer_1225,Home Office,India,New York City,New York,396055,Central,PROD-5259,Technology,Phones,Phones Model 124,1954.6,5,0.2,259.27
6017,ORD-106017,2023-12-25,2023-12-31,Same Day,CUST-1534,Customer_1162,Home Office,India,Los Angeles,Texas,794122,East,PROD-2643,Office Supplies,Paper,Paper Model 183,5991.79,1,0.2,601.12
6018,ORD-106018,2024-02-22,2024-02-29,Second Class,CUST-1863,Customer_1217,Corporate,India,Miami,Washington,667409,South,PROD-6681,Office Supplies,Storage,Storage Model 5,5352.42,4,0.05,1234.27
6019,ORD-106019,2024-09-14,2024-09-20,Standard Class,CUST-1872,Customer_1084,Consumer,India,Los Angeles,California,138577,West,PROD-9960,Office Supplies,Storage,Storage Model 29,1327.04,15,0.15,422.89
6020,ORD-106020,2022-07-13,2022-07-14,Standard Class,CUST-1054,Customer_458,Consumer,India,Houston,Illinois,148747,South,PROD-3329,Furniture,Furnishings,Furnishings Model 153,1755.1,11,0.3,112.99
6021,ORD-106021,2024-08-29,2024-09-04,Second Class,CUST-1181,Customer_831,Home Office,India,Miami,New York,136920,South,PROD-7318,Office Supplies,Storage,Storage Model 63,2827.47,8,0.1,465.56
6022,ORD-106022,2022-04-02,2022-04-08,First Class,CUST-1321,Customer_621,Corporate,India,Los Angeles,Florida,136704,South,PROD-9195,Office Supplies,Labels,Labels Model 14,893.4,7,0.05,113.1
6023,ORD-106023,2021-01-10,2021-01-14,Same Day,CUST-1580,Customer_18,Consumer,India,Los Angeles,Florida,846554,South,PROD-3354,Technology,Machines,Machines Model 21,1144.97,3,0.2,374.01
6024,ORD-106024,2022-04-23,2022-04-24,Second Class,CUST-1759,Customer_510,Consumer,India,New York City,Texas,321022,Central,PROD-3773,Technology,Copiers,Copiers Model 175,2775.3,11,0.0,688.12
6025,ORD-106025,2022-02-07,2022-02-14,First Class,CUST-1620,Customer_1219,Consumer,India,Chicago,California,931896,East,PROD-1113,Office Supplies,Storage,Storage Model 189,1832.29,1,0.2,-326.83
6026,ORD-106026,2021-09-25,2021-09-30,Same Day,CUST-1143,Customer_456,Corporate,India,Seattle,New York,512214,South,PROD-8975,Furniture,Chairs,Chairs Model 162,2704.74,1,0.0,795.56
6027,ORD-106027,2021-12-02,2021-12-09,Second Class,CUST-1908,Customer_827,Home Office,India,Los Angeles,New York,375777,West,PROD-4889,Office Supplies,Storage,Storage Model 139,3987.85,14,0.2,1324.91
6028,ORD-106028,2024-04-26,2024-04-30,Standard Class,CUST-1610,Customer_1124,Home Office,India,Los Angeles,Florida,964434,East,PROD-1283,Furniture,Chairs,Chairs Model 30,6094.19,9,0.2,381.68
6029,ORD-106029,2024-03-22,2024-03-28,First Class,CUST-1229,Customer_1290,Home Office,India,New York City,Florida,758294,West,PROD-2416,Technology,Phones,Phones Model 120,4664.76,1,0.15,650.64
6030,ORD-106030,2024-02-13,2024-02-20,First Class,CUST-1420,Customer_1313,Home Office,India,New York City,Washington,817586,West,PROD-1268,Office Supplies,Paper,Paper Model 35,5667.59,5,0.1,905.71
6031,ORD-106031,2023-05-14,2023-05-17,First Class,CUST-1147,Customer_1444,Corporate,India,Houston,Washington,705033,West,PROD-5689,Technology,Machines,Machines Model 35,9185.4,3,0.2,2517.2
6032,ORD-106032,2024-08-03,2024-08-08,First Class,CUST-1238,Customer_361,Home Office,India,Chicago,Illinois,194434,West,PROD-8838,Office Supplies,Binders,Binders Model 143,133.95,3,0.3,32.28
6033,ORD-106033,2023-10-10,2023-10-12,First Class,CUST-1778,Customer_817,Consumer,India,Houston,Texas,586539,Central,PROD-6255,Furniture,Furnishings,Furnishings Model 160,1573.88,5,0.0,512.28
6034,ORD-106034,2022-11-01,2022-11-02,First Class,CUST-1154,Customer_714,Corporate,India,Houston,New York,922363,West,PROD-7089,Furniture,Chairs,Chairs Model 145,4379.38,11,0.2,947.41
6035,ORD-106035,2023-05-06,2023-05-09,Same Day,CUST-1586,Customer_872,Corporate,India,Miami,Illinois,125898,East,PROD-7699,Office Supplies,Labels,Labels Model 76,9801.76,13,0.0,2710.0
6036,ORD-106036,2022-04-26,2022-05-03,First Class,CUST-1071,Customer_692,Corporate,India,Los Angeles,Washington,146145,Central,PROD-2808,Technology,Accessories,Accessories Model 113,7213.62,1,0.0,2026.89
6037,ORD-106037,2023-08-21,2023-08-28,Second Class,CUST-1840,Customer_763,Home Office,India,Seattle,Illinois,983715,South,PROD-7204,Technology,Machines,Machines Model 98,5160.8,7,0.0,1262.62
6038,ORD-106038,2024-06-08,2024-06-09,Same Day,CUST-1246,Customer_337,Consumer,India,Miami,Texas,491756,West,PROD-8186,Furniture,Furnishings,Furnishings Model 135,8893.94,2,0.0,2780.94
6039,ORD-106039,2021-03-17,2021-03-21,Standard Class,CUST-1690,Customer_804,Home Office,India,Chicago,Illinois,736375,South,PROD-9637,Technology,Accessories,Accessories Model 13,626.93,11,0.3,71.0
6040,ORD-106040,2024-09-18,2024-09-24,First Class,CUST-1546,Customer_823,Corporate,India,Chicago,California,959564,South,PROD-1600,Furniture,Tables,Tables Model 83,7572.79,4,0.0,1342.01
6041,ORD-106041,2022-03-17,2022-03-18,Standard Class,CUST-1115,Customer_75,Home Office,India,Chicago,New York,639019,South,PROD-3750,Office Supplies,Binders,Binders Model 69,4839.78,2,0.3,664.18
6042,ORD-106042,2021-06-29,2021-07-05,Second Class,CUST-1835,Customer_159,Consumer,India,New York City,California,924038,South,PROD-9751,Technology,Phones,Phones Model 22,812.46,4,0.2,158.23
6043,ORD-106043,2024-04-10,2024-04-16,Same Day,CUST-1269,Customer_486,Home Office,India,Houston,Florida,980700,West,PROD-2725,Technology,Copiers,Copiers Model 73,8658.62,1,0.15,2821.35
6044,ORD-106044,2022-03-27,2022-04-01,Second Class,CUST-1587,Customer_687,Consumer,India,New York City,Texas,672906,Central,PROD-2564,Furniture,Bookcases,Bookcases Model 11,1444.83,3,0.1,383.07
6045,ORD-106045,2021-03-03,2021-03-08,Same Day,CUST-1992,Customer_756,Home Office,India,New York City,Washington,326428,East,PROD-2628,Furniture,Bookcases,Bookcases Model 58,4820.71,3,0.3,812.29
6046,ORD-106046,2024-06-29,2024-07-03,Standard Class,CUST-1622,Customer_541,Consumer,India,Houston,Illinois,475531,West,PROD-3849,Office Supplies,Binders,Binders Model 10,9224.66,8,0.15,1276.12
6047,ORD-106047,2022-04-24,2022-04-30,Second Class,CUST-1061,Customer_652,Consumer,India,New York City,Florida,668769,West,PROD-8694,Technology,Accessories,Accessories Model 126,102.94,1,0.15,32.54
6048,ORD-106048,2022-12-09,2022-12-13,First Class,CUST-1434,Customer_1377,Corporate,India,Houston,Washington,553754,South,PROD-6116,Furniture,Bookcases,Bookcases Model 159,7033.62,14,0.05,1899.96
6049,ORD-106049,2022-11-24,2022-11-30,Second Class,CUST-1477,Customer_883,Corporate,India,Los Angeles,Florida,273800,Central,PROD-4357,Office Supplies,Paper,Paper Model 200,7351.73,10,0.2,642.87
6050,ORD-106050,2021-11-24,2021-11-27,Standard Class,CUST-1853,Customer_717,Consumer,India,Chicago,Florida,515292,East,PROD-9633,Technology,Copiers,Copiers Model 200,3199.75,14,0.1,413.8
6051,ORD-106051,2022-09-19,2022-09-24,First Class,CUST-1090,Customer_602,Home Office,India,Miami,Illinois,582072,West,PROD-7447,Technology,Phones,Phones Model 140,5981.74,5,0.0,1441.98
6052,ORD-106052,2022-10-11,2022-10-15,First Class,CUST-1634,Customer_1493,Consumer,India,Seattle,California,858297,South,PROD-8718,Office Supplies,Storage,Storage Model 95,886.83,10,0.3,-264.74
6053,ORD-106053,2024-08-06,2024-08-08,Second Class,CUST-1542,Customer_1116,Home Office,India,Houston,Illinois,481359,South,PROD-4139,Technology,Phones,Phones Model 117,8924.77,11,0.0,2929.38
6054,ORD-106054,2022-04-12,2022-04-18,Standard Class,CUST-1954,Customer_198,Home Office,India,Miami,Texas,280743,West,PROD-2558,Office Supplies,Labels,Labels Model 68,7524.27,13,0.15,1572.68
6055,ORD-106055,2021-07-23,2021-07-29,First Class,CUST-1904,Customer_22,Corporate,India,New York City,New York,762849,Central,PROD-1007,Furniture,Chairs,Chairs Model 118,8418.44,3,0.1,1031.36
6056,ORD-106056,2021-05-30,2021-06-06,Same Day,CUST-1913,Customer_814,Corporate,India,Chicago,Washington,470120,South,PROD-2605,Furniture,Chairs,Chairs Model 32,8194.46,2,0.05,1194.85
6057,ORD-106057,2022-12-21,2022-12-23,Second Class,CUST-1219,Customer_1187,Corporate,India,Chicago,Florida,887871,Central,PROD-8802,Furniture,Tables,Tables Model 122,455.92,10,0.05,130.5
6058,ORD-106058,2024-10-30,2024-11-03,Same Day,CUST-1368,Customer_232,Corporate,India,Seattle,Illinois,267748,Central,PROD-2770,Office Supplies,Labels,Labels Model 2,7190.51,7,0.0,722.4
6059,ORD-106059,2024-05-22,2024-05-23,Standard Class,CUST-1817,Customer_1295,Consumer,India,Miami,Florida,251114,East,PROD-7711,Furniture,Furnishings,Furnishings Model 99,214.84,5,0.0,43.74
6060,ORD-106060,2021-01-15,2021-01-22,Same Day,CUST-1279,Customer_750,Consumer,India,Seattle,Washington,629446,West,PROD-5322,Technology,Phones,Phones Model 115,1708.39,1,0.0,132.53
6061,ORD-106061,2021-05-25,2021-05-26,Standard Class,CUST-1236,Customer_13,Home Office,India,Chicago,New York,712679,South,PROD-4667,Technology,Accessories,Accessories Model 124,1076.33,12,0.0,184.91
6062,ORD-106062,2021-08-24,2021-08-26,First Class,CUST-1935,Customer_132,Consumer,India,Seattle,Texas,270052,West,PROD-7905,Furniture,Furnishings,Furnishings Model 111,8390.99,6,0.1,1307.13
6063,ORD-106063,2024-05-17,2024-05-22,First Class,CUST-1427,Customer_1166,Home Office,India,New York City,Illinois,859608,East,PROD-5603,Technology,Phones,Phones Model 84,278.71,8,0.3,83.47
6064,ORD-106064,2023-10-05,2023-10-06,Standard Class,CUST-1047,Customer_571,Home Office,India,New York City,Washington,960351,East,PROD-6174,Technology,Machines,Machines Model 131,2597.05,4,0.1,186.92
6065,ORD-106065,2022-03-30,2022-04-06,Same Day,CUST-1634,Customer_989,Home Office,India,New York City,New York,913239,West,PROD-1481,Furniture,Bookcases,Bookcases Model 39,3931.62,7,0.2,1050.87
6066,ORD-106066,2021-06-09,2021-06-13,Standard Class,CUST-1641,Customer_1062,Corporate,India,Los Angeles,Texas,124052,Central,PROD-5292,Technology,Phones,Phones Model 10,7265.15,5,0.1,2249.24
6067,ORD-106067,2022-10-02,2022-10-05,Second Class,CUST-1909,Customer_704,Corporate,India,Los Angeles,Texas,909865,West,PROD-2191,Technology,Accessories,Accessories Model 73,6408.24,8,0.15,2111.68
6068,ORD-106068,2021-03-14,2021-03-18,First Class,CUST-1208,Customer_1235,Home Office,India,Houston,Illinois,994456,Central,PROD-8222,Office Supplies,Labels,Labels Model 188,4765.11,14,0.0,1494.87
6069,ORD-106069,2023-06-25,2023-06-29,Same Day,CUST-1507,Customer_542,Corporate,India,Seattle,New York,324173,East,PROD-5031,Office Supplies,Storage,Storage Model 129,8672.55,1,0.1,1208.01
6070,ORD-106070,2023-12-02,2023-12-04,First Class,CUST-1744,Customer_303,Home Office,India,Houston,Florida,794202,Central,PROD-1651,Technology,Copiers,Copiers Model 81,2010.59,3,0.3,398.92
6071,ORD-106071,2023-08-31,2023-09-06,Second Class,CUST-1160,Customer_300,Home Office,India,Houston,Florida,215286,West,PROD-9531,Office Supplies,Binders,Binders Model 29,9919.38,13,0.15,1573.61
6072,ORD-106072,2021-02-02,2021-02-08,First Class,CUST-1739,Customer_11,Consumer,India,Miami,Texas,607033,Central,PROD-7386,Technology,Accessories,Accessories Model 40,7805.12,3,0.2,1520.83
6073,ORD-106073,2021-11-06,2021-11-08,Second Class,CUST-1148,Customer_880,Corporate,India,New York City,Washington,446561,West,PROD-1836,Office Supplies,Storage,Storage Model 133,7302.11,12,0.1,642.22
6074,ORD-106074,2024-10-19,2024-10-26,Standard Class,CUST-1456,Customer_1337,Consumer,India,Los Angeles,California,558201,East,PROD-2298,Furniture,Furnishings,Furnishings Model 183,273.66,6,0.2,83.09
6075,ORD-106075,2021-01-30,2021-02-06,Second Class,CUST-1481,Customer_1060,Consumer,India,New York City,Washington,565725,Central,PROD-9588,Furniture,Bookcases,Bookcases Model 71,1911.74,1,0.05,336.33
6076,ORD-106076,2023-01-02,2023-01-08,Standard Class,CUST-1673,Customer_1457,Home Office,India,Houston,California,744793,West,PROD-9392,Office Supplies,Labels,Labels Model 148,3561.49,13,0.3,348.54
6077,ORD-106077,2023-01-15,2023-01-18,First Class,CUST-1529,Customer_1477,Corporate,India,Houston,Florida,631689,Central,PROD-1309,Technology,Accessories,Accessories Model 60,1878.01,2,0.05,229.71
6078,ORD-106078,2024-07-16,2024-07-23,Same Day,CUST-1668,Customer_101,Consumer,India,Los Angeles,California,525517,West,PROD-3421,Office Supplies,Storage,Storage Model 160,108.58,5,0.1,31.71
6079,ORD-106079,2021-04-09,2021-04-12,Second Class,CUST-1930,Customer_1217,Corporate,India,Seattle,Washington,141637,South,PROD-4172,Furniture,Chairs,Chairs Model 49,6803.72,3,0.0,1594.82
6080,ORD-106080,2023-01-24,2023-01-28,Second Class,CUST-1044,Customer_787,Consumer,India,Los Angeles,New York,906121,East,PROD-3529,Furniture,Tables,Tables Model 69,6962.65,7,0.0,2346.64
6081,ORD-106081,2024-08-27,2024-08-30,Standard Class,CUST-1673,Customer_244,Corporate,India,Houston,Texas,306836,East,PROD-4006,Office Supplies,Paper,Paper Model 138,6879.88,2,0.15,2050.96
6082,ORD-106082,2021-07-04,2021-07-11,Same Day,CUST-1365,Customer_1483,Home Office,India,New York City,Illinois,952225,West,PROD-6889,Office Supplies,Storage,Storage Model 64,9618.95,11,0.05,1807.45
6083,ORD-106083,2021-12-03,2021-12-06,First Class,CUST-1483,Customer_797,Consumer,India,New York City,Illinois,286144,South,PROD-2731,Furniture,Bookcases,Bookcases Model 134,8618.74,5,0.3,2475.31
6084,ORD-106084,2021-12-08,2021-12-13,Same Day,CUST-1040,Customer_334,Corporate,India,Houston,New York,429730,Central,PROD-3102,Technology,Machines,Machines Model 39,5620.99,15,0.05,1152.66
6085,ORD-106085,2021-06-15,2021-06-19,First Class,CUST-1705,Customer_1346,Corporate,India,Los Angeles,Washington,121298,South,PROD-3800,Technology,Accessories,Accessories Model 47,8738.1,3,0.0,1876.1
6086,ORD-106086,2024-06-01,2024-06-02,First Class,CUST-1139,Customer_669,Consumer,India,New York City,New York,498465,West,PROD-8346,Technology,Machines,Machines Model 87,6002.05,1,0.3,1048.55
6087,ORD-106087,2022-02-20,2022-02-25,First Class,CUST-1754,Customer_1406,Home Office,India,Seattle,California,456225,Central,PROD-4099,Technology,Accessories,Accessories Model 143,2560.35,10,0.3,-317.39
6088,ORD-106088,2023-06-04,2023-06-09,Second Class,CUST-1394,Customer_699,Home Office,India,Houston,Florida,871286,South,PROD-8060,Office Supplies,Storage,Storage Model 17,6559.48,6,0.3,797.4
6089,ORD-106089,2021-07-28,2021-08-03,Same Day,CUST-1374,Customer_1428,Consumer,India,New York City,Washington,629365,South,PROD-1937,Furniture,Tables,Tables Model 143,4796.24,13,0.0,1445.38
6090,ORD-106090,2023-12-08,2023-12-14,Same Day,CUST-1747,Customer_1442,Corporate,India,New York City,Washington,799698,Central,PROD-5497,Technology,Accessories,Accessories Model 9,2867.98,2,0.0,999.23
6091,ORD-106091,2021-04-01,2021-04-03,Second Class,CUST-1914,Customer_1103,Corporate,India,Seattle,Florida,442855,East,PROD-1910,Technology,Copiers,Copiers Model 90,8593.43,15,0.3,-1192.12
6092,ORD-106092,2023-11-17,2023-11-18,Standard Class,CUST-1970,Customer_415,Consumer,India,New York City,Washington,125004,West,PROD-1422,Office Supplies,Paper,Paper Model 122,3492.93,4,0.1,614.5
6093,ORD-106093,2021-03-30,2021-04-04,Second Class,CUST-1238,Customer_1302,Corporate,India,Chicago,Illinois,651910,West,PROD-8722,Furniture,Tables,Tables Model 165,5015.71,11,0.1,1218.43
6094,ORD-106094,2023-10-25,2023-10-30,Same Day,CUST-1643,Customer_1466,Consumer,India,Seattle,Washington,902192,South,PROD-6577,Technology,Accessories,Accessories Model 75,3298.18,7,0.0,675.22
6095,ORD-106095,2022-05-29,2022-06-02,Second Class,CUST-1639,Customer_1449,Home Office,India,Los Angeles,California,543119,West,PROD-6813,Technology,Copiers,Copiers Model 133,7472.43,2,0.3,-232.69
6096,ORD-106096,2021-08-02,2021-08-05,Standard Class,CUST-1012,Customer_1273,Corporate,India,Seattle,Washington,640509,Central,PROD-1649,Technology,Machines,Machines Model 62,3958.82,1,0.05,572.2
6097,ORD-106097,2022-09-20,2022-09-25,First Class,CUST-1003,Customer_237,Corporate,India,Miami,New York,743172,Central,PROD-1326,Office Supplies,Storage,Storage Model 50,5782.36,2,0.3,1277.93
6098,ORD-106098,2022-06-05,2022-06-10,Second Class,CUST-1738,Customer_109,Corporate,India,Chicago,Washington,992058,East,PROD-4118,Technology,Machines,Machines Model 84,9912.41,3,0.1,3194.51
6099,ORD-106099,2022-01-04,2022-01-11,Second Class,CUST-1569,Customer_1346,Corporate,India,New York City,New York,753754,South,PROD-9883,Technology,Phones,Phones Model 16,6578.63,13,0.3,-591.77
6100,ORD-106100,2023-05-20,2023-05-27,Same Day,CUST-1321,Customer_83,Consumer,India,Miami,Illinois,560792,West,PROD-7378,Technology,Copiers,Copiers Model 42,2772.92,1,0.15,512.7
6101,ORD-106101,2023-11-11,2023-11-12,First Class,CUST-1923,Customer_1146,Home Office,India,Chicago,California,186146,South,PROD-7207,Furniture,Bookcases,Bookcases Model 27,4496.84,15,0.1,673.84
6102,ORD-106102,2024-08-23,2024-08-26,Standard Class,CUST-1593,Customer_1234,Consumer,India,New York City,Texas,202866,Central,PROD-1017,Technology,Accessories,Accessories Model 173,7016.06,8,0.1,725.84
6103,ORD-106103,2021-04-05,2021-04-09,Standard Class,CUST-1782,Customer_320,Home Office,India,Houston,New York,736730,West,PROD-6966,Office Supplies,Labels,Labels Model 11,1096.29,12,0.0,105.39
6104,ORD-106104,2021-06-19,2021-06-24,Same Day,CUST-1177,Customer_1124,Home Office,India,Chicago,California,992224,West,PROD-3611,Office Supplies,Labels,Labels Model 140,9675.76,14,0.0,1153.71
6105,ORD-106105,2021-04-23,2021-04-30,Second Class,CUST-1989,Customer_153,Home Office,India,Houston,Texas,934290,Central,PROD-2713,Technology,Phones,Phones Model 151,4641.11,14,0.05,809.17
